NAME_OF_DISTRICT_COUNCIL_DISTRICT_EN,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DISTRICT_TC,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DISTRICT_SC,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH,GeometryLongitude,GeometryLatitude
Yau Tsim Mong,AUTO PLAZA,"MODY ROAD, YAU TSIM MONG",油尖旺區,安達中心,油尖旺 麼地道,油尖旺区,安达中心,油尖旺 么地道,0,4,0,0,0,0,0,0,0,-,-,114.17637000000002,22.298666000000026
Yau Tsim Mong,LANGHAM PLACE HOTEL MONGKOK HK,"SHANGHAI STREET, YAU TSIM MONG",油尖旺區,朗豪酒店,油尖旺 上海街,油尖旺区,朗豪酒店,油尖旺 上海街,0,0,0,2,0,0,0,0,0,Tesla Wall Connector,-,114.16808500000002,22.318209000000024
Yau Tsim Mong,Grand Century Place,"PRINCE EDWARD ROAD WEST, YAU TSIM MONG",油尖旺區,新世紀廣場,油尖旺 太子道西,油尖旺区,新世纪广场,油尖旺 太子道西,2,0,0,0,0,0,2,0,0,-,-,114.17232200000001,22.32314800000006
Yau Tsim Mong,West Kowloon Cultural District Zone E Car Park,"Cultural District, West Kowloon, No.36 Museum Dr, Tsim Sha Tsui",油尖旺區,西九龍文化區E區停車場,西九龍博物館道36號,油尖旺区,西九龙文化区E区停车场,西九龙博物馆道36号,0,20,0,0,0,0,0,0,0,-,-,114.15776100000005,22.30132800000007
Yau Tsim Mong,K11 MUSEA,18 SALISBURY RD,油尖旺區,K11 人文購物藝術館,梳士巴利道18號,油尖旺区,K11 人文购物艺术馆,梳士巴利道18号,0,21,0,0,2,12,14,0,0,-,-,114.17490100000009,22.29443800000007
Yau Tsim Mong,Queen Elizabeth Hospital (Ambulatory Care Centre Extension),"Queen Elizabeth Hospital Rd, King's Park",油尖旺區,伊利沙伯醫院(日間醫療中心新翼),京士柏伊利沙伯醫院路,油尖旺区,伊利沙伯医院(日间医疗中心新翼),京士柏伊利沙伯医院路,12,2,0,0,0,0,0,0,0,-,-,114.17519400000003,22.30816600000003
Yau Tsim Mong,The One,"NATHAN ROAD, YAU TSIM MONG",油尖旺區,The One,油尖旺 彌敦道,油尖旺区,The One,油尖旺 弥敦道,0,0,0,0,0,0,0,0,0,-,-,114.17260500000009,22.299829000000045
Yau Tsim Mong,Prosperous Garden,"PUBLIC SQUARE STREET, YAU TSIM MONG",油尖旺區,駿發花園,油尖旺 眾坊街,油尖旺区,骏发花园,油尖旺 众坊街,1,1,0,0,0,0,0,0,0,-,-,114.16837200000009,22.310062000000073
Yau Tsim Mong,Hong Kong West Kowloon Station Car Park,B2 Basement Floor of West Kowloon Station in the Hong Kong Section of the Exprss Rail Link,油尖旺區,高鐵香港段西九龍站停車場,高鐵香港段西九龍站的地下庫B2,油尖旺区,高铁香港段西九龙站停车场,高铁香港段西九龙站的地下库B2,0,0,10,0,0,0,0,0,0,-,-,114.16437600000006,22.303840000000037
Yau Tsim Mong,Kowloon Park,"22, Austin Road, Tsim Sha Tsui, Kowloon",油尖旺區,九龍公園,九龍尖沙咀柯士甸道22號,油尖旺区,九龙公园,九龙尖沙咀柯士甸道22号,0,9,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.17054700000006,22.30192900000003
Yau Tsim Mong,CONCORDIA PLAZA,"SCIENCE MUSEUM ROAD, YAU TSIM MONG",油尖旺區,康宏廣場,油尖旺 科學館道,油尖旺区,康宏广场,油尖旺 科学馆道,0,0,0,0,0,4,0,0,0,-,-,114.1782720000001,22.302197000000035
Yau Tsim Mong,Eaton Hotel,Pak Hoi Street,油尖旺區,逸東酒店,北海街,油尖旺区,逸东酒店,北海街,0,0,0,0,0,0,2,0,0,-,-,114.17185500000005,22.30789100000004
Yau Tsim Mong,Hong Kong Red Cross Blood Transfusion Service,"15 King's Park Rise, Yau Ma Tei",油尖旺區,香港紅十字會輸血服務中心,油麻地京士柏道15號,油尖旺区,香港红十字会输血服务中心,油麻地京士柏道15号,0,0,0,0,0,0,8,0,0,-,-,114.17464500000006,22.311014000000057
Yau Tsim Mong,Hoi Fu Car Park ,"Hoi Fu Shopping Centre, 2 Hoi Ting Road, Mong Kok, Kowloon",油尖旺區,海富停車場,九龍旺角海庭路2號海富商場,油尖旺区,海富停车场,九龙旺角海庭路2号海富商场,0,12,0,0,0,2,0,0,0,-,-,114.16545300000007,22.315750000000037
Yau Tsim Mong,CHI WAN BUILDING (MIRAMAR SHOPPING CENTRE),"KIMBERLEY ROAD, YAU TSIM MONG",油尖旺區,美麗華商場,油尖旺 金巴利道,油尖旺区,美麗华商场,油尖旺 金巴利道,0,16,0,2,0,2,3,0,0,Tesla Wall Connector,-,114.17262400000004,22.300815000000057
Yau Tsim Mong,One Bedford Place,"100 Bedford Rd, Tai Kok Tsui",油尖旺區,One Bedford Place,大角咀必發道100號,油尖旺区,One Bedford Place,大角咀必发道100号,0,0,0,0,0,0,0,0,3,Tesla Supercharger,-,114.1630080000001,22.323718000000042
Yau Tsim Mong,InterContinental Grand Stanford,70 Mody Rd,油尖旺區,海景嘉福洲際酒店,尖沙咀麼地道70號,油尖旺区,海景嘉福洲际酒店,尖沙咀么地道70号,0,0,0,1,0,0,0,0,0,Tesla Wall Connector,-,114.1792190000001,22.299383000000034
Kwai Tsing,Shek Lei Shopping Centre II,"8 Shek Lei St, Shek Lei",葵青區,石籬商場二期,石梨街8號,葵青区,石篱商场二期,石梨街8号,0,0,0,0,0,0,3,0,3,-,-,114.139362,22.36533600000007
Kwai Tsing,MTR Maritime Square Car Park,"33 TSING KING ROAD, Kwai Tsing District, New Territories",葵青區,港鐵青衣城停車場,新界 葵青區 青敬路33號,葵青区,港铁青衣城停车场,新界 葵青区 青敬路33号,0,1,0,0,0,0,0,0,2,Tesla Supercharger,-,114.10669100000007,22.358198000000073
Kwai Tsing,Kwai Chung Shopping Centre,"11 Sheung Kok St, Kwai Chung",葵青區,葵涌商場,葵涌上角街11號,葵青区,葵涌商场,葵涌上角街11号,0,0,0,0,1,1,8,0,0,-,-,114.12776000000008,22.368214000000023
Kwai Tsing,Cheung Fat Car Park ,"Cheung Fat Plaza, 6 Tam Kon Shan Road, Tsing Yi, New Territories",葵青區,長發停車場,新界青衣擔桿山路6號長發廣場,葵青区,长发停车场,新界青衣担杆山路6号长发广场,0,10,0,12,0,0,3,0,4,-,-,114.10293300000001,22.362637000000063
Kwai Tsing,Cheung On Phase 2 Car Park ,"Cheung On Estate Retail and Car Park, 1 Tam Kon Shan Road, Tsing Yi, New Territories",葵青區,長安2期停車場,新界青衣擔桿山路1號長安邨商舖及停車場,葵青区,长安2期停车场,新界青衣担杆山路1号长安邨商铺及停车场,0,0,0,0,1,1,1,0,0,-,-,114.10441600000001,22.360484000000042
Kwai Tsing,Metroplaza,"HING FONG ROAD, KWAI TSING",葵青區,新都會廣場,葵青 興芳路,葵青区,新都会广场,葵青 兴芳路,1,0,0,1,0,0,1,0,0,-,-,114.12669100000005,22.357556000000045
Kwai Tsing,Tsing Yi Southwest Leisure Building,"70 Chung Mei Road, Tsing Yi",葵青區,青衣西南康體大樓,青衣涌美路70號,葵青区,青衣西南康体大楼,青衣涌美路70号,6,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.10223400000007,22.35140000000007
Kwai Tsing,Magnet Place,"49 Kwai Fung Cres, Kwai Chung",葵青區,Magnet Place,葵涌葵豐街49號,葵青区,Magnet Place,葵涌葵丰街49号,0,0,0,4,0,0,0,0,0,Tesla Wall Connector,-,114.12564100000009,22.355555000000038
Kwai Tsing,Riley House,"79 Lei Muk Rd, Shek Yam",葵青區,達利中心,石蔭梨木道79號,葵青区,达利中心,石荫梨木道79号,0,0,0,0,0,0,5,0,0,-,-,114.13712500000008,22.37008000000003
Kwai Tsing,Highland Park,"LAI KONG STREET, KWAI TSING",葵青區,浩景臺,葵青 荔崗街,葵青区,浩景台,葵青 荔岗街,0,3,0,0,0,0,0,0,0,-,-,114.13015800000005,22.349578000000065
Kwai Tsing,Kwai Fong Car Park,"19 Kwai Yi Road, Kwai Chung, New Territories",葵青區,葵芳停車場,新界葵涌葵義路19號,葵青区,葵芳停车场,新界葵涌葵义路19号,0,94,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.12731500000007,22.355485000000044
Kwai Tsing,Hang King Garden,"WING FONG ROAD, KWAI TSING",葵青區,恒景花園,葵青 榮芳路,葵青区,恒景花园,葵青 荣芳路,0,0,0,0,0,0,0,0,2,Tesla Wall Connector,-,114.12760800000001,22.360492000000022
Kwai Tsing,Gateway TS,"CHEUNG FAI ROAD, KWAI TSING",葵青區,橋滙,葵青 長輝路,葵青区,桥滙,葵青 长辉路,0,0,0,0,0,0,6,0,0,-,-,114.10971800000004,22.35165200000006
Kwai Tsing,Tsing Yi Northeast Park,"10 Tam Kon Shan Road, Tsing Yi",葵青區,青衣東北公園,青衣担杆山路10號,葵青区,青衣东北公园,青衣担杆山路10号,0,6,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.09871800000008,22.36136700000003
Kwai Tsing,Kwai Chung Sports Ground,"93 Hing Shing Road, Kwai Chung",葵青區,葵涌運動場,葵涌興盛路93號,葵青区,葵涌运动场,葵涌兴盛路93号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.1252750000001,22.358152000000075
Kwai Tsing,Hing Fong Road Playground,"Hing Fong Road, Kwai Chung",葵青區,興芳路遊樂場,葵涌興芳路,葵青区,兴芳路游乐场,葵涌兴芳路,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.12826600000005,22.360805000000028
Kwai Tsing,Tsing Yi Sports Ground and Swimming Pool,"38 Tsing Luk Street, Tsing Yi",葵青區,青衣運動場及游泳池,青衣青綠街38號,葵青区,青衣运动场及泳池,青衣青敬路51号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.10747500000002,22.35615800000005
Kwai Tsing,TSING YI ESTATE,"FUNG SHUE WO ROAD, KWAI TSING",葵青區,青衣邨,葵青 楓樹窩路,葵青区,青衣邨,葵青 枫树窝路,0,0,0,0,0,2,0,0,0,-,-,114.1023130000001,22.356580000000065
Kwai Tsing,ON YAM ESTATE,"ON CHIT STREET, KWAI TSING",葵青區,安蔭邨,葵青 安捷街,葵青区,安荫邨,葵青 安捷街,0,6,0,0,0,4,0,0,0,-,-,114.14159000000006,22.371232000000077
Kwai Tsing,Kwai Shing West Shopping Centre Car Park,"Kwai Luen Road, Kwai Chung, N.T.",葵青區,葵盛西商場停車場,新界葵涌葵聯路,葵青区,葵盛西商场停车场,新界葵涌葵联路,0,2,0,0,0,0,0,0,0,-,-,114.12357700000007,22.362299000000064
Kwai Tsing,Cheung Ching Estate Car Park,"CHING HONG ROAD, TSING YI",葵青區,長青邨停車場,青衣青康路,葵青区,长青邨停车场,青衣青康路,0,9,0,0,0,0,0,0,0,-,-,114.10862900000006,22.345184000000074
Kwai Tsing,Ching Fu Court,18 Tsing Yi Road,葵青區,青富苑,青衣路18號,葵青区,青富苑,青衣路18号,0,12,0,0,0,0,0,0,0,-,-,114.10788000000002,22.34209500000003
Kwai Tsing,Kwai Chung Estate Car Park,"Sheung Kok Street, Kwai Chung, N.T.",葵青區,葵涌邨商場停車場,新界葵涌上角街,葵青区,葵涌邨商场停车场,新界葵涌上角街,0,8,0,0,0,0,1,0,0,-,-,114.1286090000001,22.367905000000064
Kwai Tsing,Yin Lai Car Park ,"Yin Lai Court Shopping Centre, 180 Lai King Hill Road, Kwai Chung, New Territories",葵青區,賢麗停車場,新界葵涌荔景山路180號賢麗苑購物中心,葵青区,贤丽停车场,新界葵涌荔景山路180号贤丽苑购物中心,0,18,0,0,0,0,0,0,0,-,-,114.12632500000007,22.348928000000058
Kwai Tsing,KWAI FONG TERRACE,"KWAI YI ROAD, KWAI TSING",葵青區,葵芳閣,葵青 葵義路,葵青区,葵芳阁,葵青 葵义路,0,0,0,0,0,2,0,0,0,-,-,114.12844800000005,22.355615000000057
Kwai Tsing,Fung King Industrial Building,"Fung King Industrial Building, 24-28 Lam Tin Street, Kwai Chung",葵青區,馮敬工業大廈,葵涌藍田街 24-28號,葵青区,冯敬工业大厦,葵涌蓝田街 24-28号,0,0,0,0,0,6,0,0,0,-,-,114.1381070000001,22.369124000000056
Kwai Tsing,Kowloon Commerce Centre,"KWAI CHEONG ROAD, KWAI TSING",葵青區,九龍貿易中心,葵青 葵昌路,葵青区,九龙贸易中心,葵青 葵昌路,0,0,0,4,0,0,0,0,0,Tesla Wall Connector,-,114.13257500000009,22.361680000000035
Kwai Tsing,Goodman Interlink,39 Tsing Yi Rd,葵青區,嘉民領達中心,青衣青衣路39號,葵青区,嘉民领达中心,青衣青衣路39号,0,0,0,6,0,0,0,0,6,Tesla Wall Connector / Supercharger,-,114.10808100000008,22.332091000000048
Kwai Tsing,Cheung Wang Car Park ,"Cheung Wang Estate Retail and Car Park, 9 Liu To Road, Tsing Yi, New Territories",葵青區,長宏停車場,新界青衣寮肚路9號長宏邨商舖及停車場,葵青区,长宏停车场,新界青衣寮肚路9号长宏邨商铺及停车场,0,14,0,0,0,0,0,0,0,-,-,114.09580500000004,22.356988000000058
Kwai Tsing,Ning Fung Court,"99, Lei Muk Rd, Kwai Chung",葵青區,寧峰苑,葵涌梨木道99號,葵青区,宁峰苑,葵涌梨木道99号,0,13,0,0,0,0,0,0,0,-,-,114.13808700000004,22.37203500000004
Kwai Tsing,Greenview Villa,"18 Tsing Luk St, Tsing Yi",葵青區,綠悠雅苑,青衣青綠街18號,葵青区,绿悠雅苑,青衣青绿街18号,51,0,0,0,0,0,0,0,0,-,-,114.10479800000007,22.353041000000076
Kwai Tsing,TIVOLI GARDEN,"TSING KING ROAD, KWAI TSING",葵青區,宏福花園,葵青 青敬路,葵青区,宏福花园,葵青 青敬路,0,2,0,0,0,0,0,0,0,-,-,114.1076240000001,22.35451400000005
Kwai Tsing,China Merchants Logistics Centre,"38 Tsing Yi Hong Wan Rd, Tsing Yi",葵青區,中國招商局物流中心,青衣青衣航運路38 號,葵青区,中国招商局物流中心,青衣青衣航运路38 号,0,0,0,6,0,0,0,0,0,Tesla Wall Connector,-,114.11160500000005,22.333950000000073
Kwai Tsing,Ching Wah Court Car Park ,"Ching Wah Court Retail and Car Park, 22 Tsing Chin Street, Tsing Yi, New Territories",葵青區,青華停車場,新界青衣青芊街22號青華苑商舖及停車場,葵青区,青华停车场,新界青衣青芊街22号青华苑商铺及停车场,0,9,0,0,0,0,0,0,0,-,-,114.099421,22.34908100000007
Kwai Tsing,Wah Lai Car Park,"Wah Lai Estate Car Park, 282 Lai King Hill Road, Lai Chi Kok,  Kowloon",葵青區,華荔停車場,新界葵涌梨木道99九龍荔枝角荔景山路282號華荔邨停車場號寧峰苑停車場,葵青区,华荔停车场,新界葵涌梨木道99九龙荔枝角荔景山路282号华荔邨停车场号宁峰苑停车场,0,24,0,0,0,0,0,0,0,-,-,114.13771800000006,22.342508000000066
Kwai Tsing,Shek Yam Shopping Centre,"UG4, Shek Yam Car Park, Shek Yam Estate, Kwai Chung",葵青區,石蔭商場,葵涌梨木道120號石蔭邨石蔭停車場,葵青区,石荫商场,葵涌梨木道120号石荫邨石荫停车场,0,1,0,0,0,2,0,0,0,-,-,114.13843600000007,22.371687000000065
Tsuen Wan,CHINACHEM TSUEN WAN PLAZA,"CASTLE PEAK ROAD, TSUEN WAN",荃灣區,華懋荃灣廣場,荃灣 青山道,荃湾区,华懋荃湾广场,荃湾 青山道,0,0,0,0,0,0,2,0,0,-,-,114.11114900000007,22.37512300000003
Tsuen Wan,DISCOVERY PARK,"398 Castle Peak Road, Tsuen Wan, New Territories",荃灣區,愉景新城,荃灣青山公路荃灣段398號,荃湾区,愉景新城,荃湾 青山道,1,14,0,0,0,6,3,0,0,-,-,114.11237500000004,22.37594500000006
Tsuen Wan,Panda Place,"3 Tsuen Wah Street, Tsuen Wan, Hong Kong",荃灣區,悅來坊商場,新界荃灣荃華街3號,荃湾区,悅来坊商场,新界荃湾荃华街3号,0,6,0,12,0,4,0,0,4,Tesla Supercharger,-,114.12042700000006,22.368918000000065
Tsuen Wan,Riviera Plaza,"2 Yi Lok St, Riviera Gardens",荃灣區,海濱商場,荃灣怡樂街2號,荃湾区,海滨商场,荃湾怡乐街2号,0,0,0,0,0,0,0,0,0,-,-,114.1143790000001,22.36264200000005
Tsuen Wan,Waterside Plaza,"38 Wing Shun Street, Tsuen Wan",荃灣區,海灣花園,荃灣永順街38號,荃湾区,海湾花园,荃湾永顺街38号,2,0,0,0,0,0,0,0,0,-,-,114.11390100000006,22.364360000000033
Tsuen Wan,Nina Tower,"No. 8 Yeung Uk Road,Tsuen Wan, N.T.",荃灣區,如心廣場,新界荃灣楊屋道8號,荃湾区,如心广场,新界荃湾杨屋道8号,0,0,0,0,1,1,1,0,0,-,-,114.11347200000012,22.368516000000056
Tsuen Wan,Tsuen Wan Car Park,"174-208 Castle Peak Road, Tsuen Wan",荃灣區,荃灣多層停車場大廈,荃灣青山公路荃灣段174-208號,荃湾区,荃湾停车场,新界荃湾青山公路-荃湾段174-208号,0,162,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.11872900000003,22.37294000000003
Tsuen Wan,City Landmark,Tak Hoi Street,荃灣區,荃灣城市中心,荃灣德海街,荃湾区,荃湾城市中心,荃湾德海街,1,0,0,0,0,0,0,0,0,-,-,114.11788800000011,22.37053700000007
Tsuen Wan,KOLOUR • Tsuen Wan II (Tsuen Wan Town Square),"CASTLE PEAK ROAD, TSUEN WAN",荃灣區,荃灣千色匯 II (荃灣城市廣場),荃灣 青山道,荃湾区,荃湾千色汇 II (荃湾城市广场),荃湾 青山道,1,0,0,0,0,0,0,0,0,-,-,114.11850000000004,22.371390000000076
Tsuen Wan,Royal View Hotel,"353 Castle Peak Rd - Ting Kau, Ting Kau",荃灣區,帝景酒店,汀九青山公路－汀九段353號,荃湾区,帝景酒店,汀九青山公路－汀九段353号,0,0,0,0,0,0,0,0,2,Tesla Wall Connector,-,114.07762400000001,22.368945000000053
Tsuen Wan,One Midtown,47 Chai Wan Kok Street Tsuen Wan NT,荃灣區,One Midtown,荃灣柴灣角街47號,荃湾区,One Midtown,荃湾柴湾角街47号,2,0,0,0,0,4,0,0,0,-,-,114.10799500000007,22.373212000000024
Tsuen Wan,Sheung Chui Court,"SHA TSUI ROAD, TSUEN WAN",荃灣區,尚翠苑,荃灣 沙咀道,荃湾区,尚翠苑,荃湾 沙咀道,2,0,0,0,0,0,0,0,0,-,-,114.12047000000007,22.367200000000025
Tsuen Wan,Wai Tsuen Sports Centre,"6 Miu Kong Street, Tsuen Wan",荃灣區,蕙荃體育館,荃灣廟崗街6號,荃湾区,蕙荃体育馆,荃湾庙岗街6号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.12249000000008,22.372318000000064
Tsuen Wan,Silka Tsuen Wan Hotel,Lam Tin Street,荃灣區,荃灣絲麗酒店,葵涌藍田街,荃湾区,荃湾丝丽酒店,葵涌蓝田街,0,2,0,0,0,0,0,0,0,-,-,114.13867800000003,22.369264000000044
Tsuen Wan,Citywalk,"1 Yeung Uk Road, Tsuen Wan",荃灣區,荃新天地,荃灣楊屋道1號,荃湾区,荃新天地,荃湾杨屋道1号,0,2,0,0,0,2,0,0,0,-,-,114.11312300000009,22.36992300000003
Tsuen Wan,Citywalk 2,"18 Yeung Uk Road, Tsuen Wan",荃灣區,荃新天地2,荃灣楊屋道18號,荃湾区,荃新天地2,荃湾杨屋道18号,0,2,0,0,0,2,0,0,0,-,-,114.11492900000007,22.367875000000026
Tsuen Wan,Tsuen Wan Sports Centre,"53 Wing Shun Street, Tsuen Wan",荃灣區,荃灣體育館,新界荃灣永順街53號,荃湾区,荃湾体育馆,新界荃湾永顺街53号,0,3,0,0,0,0,0,0,0,-,-,114.11306800000011,22.365671000000077
Tsuen Wan,BO SHEK MANSION,"SHA TSUI ROAD, TSUEN WAN",荃灣區,寶石大廈,荃灣 沙咀道,荃湾区,宝石大厦,荃湾 沙咀道,1,2,0,0,0,0,0,0,0,-,-,114.11794800000007,22.368579000000068
Tsuen Wan,Goodman Tsuen Wan Centre,"68 Wang Lung St, Tsuen Wan",荃灣區,嘉民荃灣中心,荃灣橫龍街68號,荃湾区,嘉民荃湾中心,荃湾横龙街68号,0,0,0,0,0,0,2,0,0,-,-,114.1177980000001,22.365264000000025
Tsuen Wan,Yan Chai Hospital Visitor Carpark,"7-11 Yan Chai Street, Tsuen Wan, N.T.",荃灣區,仁濟醫院訪客停車場,新界荃灣仁濟街7-11號,荃湾区,仁济医院访客停车场,新界荃湾仁济街7-11号,4,0,0,0,0,0,0,0,0,-,-,114.11949000000004,22.369860000000074
Tsuen Wan,Shing Mun Valley Sports Ground,"21 Shing Mun Road, Tsuen Wan",荃灣區,城門谷運動場,荃灣城門道21號,荃湾区,城门谷运动场,荃湾城门道21号,0,6,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.12805900000001,22.37678100000005
Tsuen Wan,MTR Tsuen Wan West Station Car Park,"MTR Tsuen Wan West Station, Tai Ho Road, Tsuen Wan",荃灣區,港鐵荃灣西站停車場,荃灣大河道港鐵荃灣西站,荃湾区,港铁荃湾西站停车场,荃湾大河道港铁荃湾西站,0,0,0,0,0,0,2,0,0,-,-,114.10887400000001,22.369195000000047
Tsuen Wan,LUK YEUNG SUN CHUEN,"WAI TSUEN ROAD, TSUEN WAN",荃灣區,綠楊新邨,荃灣 蕙荃路,荃湾区,绿杨新邨,荃湾 蕙荃路,1,3,0,0,0,0,3,0,0,-,-,114.12021800000002,22.373556000000065
Tsuen Wan,Shing Mun Valley Swimming Pool,"21 Shing Mun Road, Tsuen Wan",荃灣區,城門谷游泳池,荃灣城門道21號,荃湾区,城门谷游泳池,荃湾城门道21号,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.1235200000001,22.373177000000055
Tsuen Wan,Lei Muk Shue Shopping Centre,"NGONG HOM ROAD, TSUEN WAN",荃灣區,梨木樹商場,荃灣 昂磡路,荃湾区,梨木树商场,荃湾 昂磡路,0,10,0,0,0,0,0,0,0,-,-,114.13617700000009,22.378336000000047
Tsuen Wan,Nina Mall 2,"No. 98 Tai Ho Road,Tsuen Wan, N.T.",荃灣區,如心廣場二期,新界荃灣大河道98號,荃湾区,如心广场二期,新界荃湾大河道98号,0,4,0,0,0,0,0,0,0,-,-,114.11146300000007,22.368808000000058
Tsuen Wan,Cheung Shan Estate Carpark,"Cheung Shan Estate Road West, Tsuen Wan, N.T.",荃灣區,象山邨停車場,新界荃灣象山邨西路,荃湾区,象山邨停车场,新界荃湾象山邨西路,0,2,0,0,0,0,0,0,0,-,-,114.13054900000009,22.378625000000056
Tsuen Wan,Sime Darby House,"380 Castle Peak Rd - Tsuen Wan, Tsuen Wan",荃灣區,森那美集團大廈,荃灣青山公路 - 荃灣段380號,荃湾区,森那美集团大厦,荃湾青山公路 - 荃湾段380号,0,0,0,0,0,4,0,0,0,-,-,114.11334700000009,22.37482700000004
Tsuen Wan,KOLOUR • Tsuen Wan I,"68 Chung On Street, Tseun Wan",荃灣區,荃灣千色匯I,荃灣眾安街68號,荃湾区,荃湾千色汇I,荃湾众安街68号,0,5,0,0,0,4,0,0,0,-,-,114.11761500000011,22.370584000000065
Tsuen Wan,Plaza 88,Ma Tau Pa Road,荃灣區,Plaza 88,荃灣馬頭壩道,荃湾区,Plaza 88,荃湾马头坝道,0,0,0,28,0,0,4,0,8,Tesla Wall Connector / Supercharger,-,114.11517800000001,22.366831000000047
Tsuen Wan,Global Plaza (1 Sha Tsui Road),1 Sha Tsui Road,荃灣區,荃灣環貿廣場 (沙咀道 1 號),沙咀道 1 號,荃湾区,荃湾环贸广场 (沙咀道 1 号),沙咀道 1 号,0,0,0,32,0,0,0,0,3,Tesla Supercharger,-,114.1075810000001,22.374856000000023
Tsuen Wan,The Octagon,"1-15 Pun Shan St, Chai Wan Kok",荃灣區,嘉達環球中心,柴灣角半山街1-15,荃湾区,嘉达环球中心,柴湾角半山街1-15,0,13,0,0,0,0,0,0,0,-,-,114.10729000000003,22.37472400000007
Tsuen Wan,Shek Wai Kok Square,"Shek Wai Kok Rd, Kwai Chung",荃灣區,石圍角新城,葵涌石圍角路,荃湾区,石围角新城,葵涌石围角路,0,0,0,0,0,6,6,0,0,-,-,114.12403300000005,22.374501000000066
Tsuen Wan,Aurora,YEUNG UK ROAD,荃灣區,映日灣,楊屋道,荃湾区,映日湾,杨屋道,0,0,0,0,0,0,2,0,0,-,-,114.11484200000007,22.367341000000067
Tsuen Wan,The Mills,PAK TIN PAR STREET,荃灣區,南豐紗廠,白田壩街,荃湾区,南丰纱厂,白田坝街,0,3,0,0,0,0,3,0,0,-,-,114.10961400000008,22.37516800000003
Tsuen Wan,BELLAHIO,"CASTLE PEAK ROAD - SHAM TSENG, TSUEN WAN",荃灣區,碧堤半島,荃灣 青山公路　–　深井段,荃湾区,碧堤半岛,荃湾 青山公路　–　深井段,0,3,0,0,0,0,0,0,0,-,-,114.06144000000006,22.366469000000052
Tsuen Wan,First Asia Tower,"First Asia Tower, Fui Yiu Kok St, Tsuen Wan",荃灣區,第一亞洲中心,荃灣灰窰角街,荃湾区,第一亚洲中心,荃湾灰窑角街,0,0,0,0,5,5,0,0,0,-,-,114.11649200000011,22.366363000000035
Sai Kung,Sai Kung Government Offices Carpark,"24 Man Nin Street, Sai Kung, N.T.",西貢區,西貢政府合署停車場,新界西貢萬年街24號,西贡区,西贡政府合署停车场,新界西贡万年街24号,0,27,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.27244300000007,22.382026000000053
Sai Kung,"The Capitol, LOHAS Park 1 (comprising 5 towers)","WAN PO ROAD, SAI KUNG",西貢區,"首都, 日出康城1期",西貢 環保大道,西贡区,"首都, 日出康城1期",西贡 环保大道,0,0,0,0,1,1,4,0,0,-,-,114.272287,22.296835000000044
Sai Kung,EAST POINT CITY,"CHUNG WA ROAD, SAI KUNG",西貢區,東港城,西貢 重華路,西贡区,东港城,西贡 重华路,2,0,0,0,0,0,2,0,6,Tesla Supercharger,-,114.2653620000001,22.316640000000064
Sai Kung,Popcorn I Carpark,"9 TONG YIN STREET, Sai Kung District, New Territories",西貢區,Popcorn 一期停車場,新界 西貢區 唐賢街9號,西贡区,Popcorn 一期停车场,新界 西贡区 唐贤街9号,0,0,0,0,0,0,1,0,2,Tesla Supercharger,-,114.25922300000002,22.30801900000006
Sai Kung,The Edge,"TONG CHUN STREET, SAI KUNG",西貢區,君薈坊,西貢 唐俊街,西贡区,君薈坊,西贡 唐俊街,0,0,0,0,0,0,1,0,0,-,-,114.2615770000001,22.30797800000005
